ad_text,industry,actual_ctr,impressions,factor_urgency,factor_social,factor_spec,factor_cta,factor_curiosity,factor_price
The grain-free pet food you've been waiting for. Save $75 instantly and get free shipping over $50. Ends soon. Highly rated. What nobody tells you about. Learn more. Lowest price guaranteed.,Pet Care,0.0269,182719,1,1,3,0,2,3
The streaming plan you've been waiting for. You'll want to see this. Claim your discount. A smarter choice. Available now. Affordable for everyone.,Entertainment / Streaming,0.021031,191131,0,0,0,2,1,2
"The getaway package you've been waiting for. Don't miss out. Save 30% today. Here's why it works. Loved by customers. Premium craftsmanship. Start your free trial — no credit card, cancel anytime.",Travel & Hospitality,0.016222,162824,1,1,2,3,1,0
"The coffee subscription you've been waiting for. Start your free trial. #1 rated in its category, backed by 25,000 five-star reviews. Save 30% today. Only 24 hours left. Lowest price guaranteed.",Food & Beverage,0.027258,72188,2,3,2,2,0,3
"The credit card you've been waiting for. Affordable for everyone. The secret pros use. Today only. Great value. Grab yours now. #1 rated in its category, backed by 25,000 five-star reviews.",Finance / Fintech,0.013379,139218,2,3,0,2,2,2
The skincare set you've been waiting for. The secret pros use. Shop the collection. The luxury standard. Grab yours now. Save 30% today.,Beauty & Cosmetics,0.016646,155741,0,0,2,2,2,0
The wireless headphones you've been waiting for. Quality you can trust. A smarter choice. For everyone. Only 24 hours left.,Consumer Electronics,0.012973,54951,2,0,0,0,0,1
"The skincare set you've been waiting for. Join 50,000 happy customers. Quality you can trust. What nobody tells you about. Start your free trial — no credit card, cancel anytime. Get 40% off.",Beauty & Cosmetics,0.027156,42567,0,2,2,3,2,1
"The software suite you've been waiting for. A new product. #1 rated in its category, backed by 25,000 five-star reviews. Last chance. Save on your order. Lowest price guaranteed.",SaaS / B2B,0.01176,159799,2,3,1,0,0,3
"The getaway package you've been waiting for. Only 24 hours left. Highly rated. Start your free trial — no credit card, cancel anytime. Save $75 instantly and get free shipping over $50. Lowest price guaranteed.",Travel & Hospitality,0.020303,35615,2,1,3,3,0,3
"The monthly donation you've been waiting for. Start your free trial — no credit card, cancel anytime. #1 rated in its category, backed by 25,000 five-star reviews. Lowest price guaranteed. Great value. A new product. Ends at midnight tonight.",Nonprofit,0.018795,102330,3,3,0,3,0,3
"The wireless headphones you've been waiting for. Ends soon. Save $75 instantly and get free shipping over $50. #1 rated in its category, backed by 25,000 five-star reviews. A new product. The luxury standard. Try it today.",Consumer Electronics,0.022124,59109,1,3,3,1,0,0
"The coffee subscription you've been waiting for. Final hours. Quality you can trust. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews. Save $75 instantly and get free shipping over $50. Start your free trial — no credit card, cancel anytime.",Food & Beverage,0.027053,158380,2,3,3,3,3,1
"The coffee subscription you've been waiting for. Offer expires today — act now. Save $75 instantly and get free shipping over $50. Unbeatable price. #1 rated in its category, backed by 25,000 five-star reviews.",Food & Beverage,0.028506,174312,3,3,3,0,0,3
"The software suite you've been waiting for. Get 40% off. Premium craftsmanship. Join 50,000 happy customers. A new product. Ends at midnight tonight.",SaaS / B2B,0.009333,115841,3,2,2,0,0,0
"The sneakers you've been waiting for. Only 24 hours left. Start your free trial — no credit card, cancel anytime. Lowest price guaranteed. Here's why it works. Save on your order.",E-commerce Fashion,0.031816,189192,2,0,1,3,1,3
"The streaming plan you've been waiting for. Start your free trial — no credit card, cancel anytime. The counterintuitive trick that doubled our results. Highly rated. Premium craftsmanship. Shop the collection. Cut your bill by half.",Entertainment / Streaming,0.025379,125693,0,1,2,3,3,0
"The game pass you've been waiting for. A smarter choice. Start your free trial — no credit card, cancel anytime. The counterintuitive trick that doubled our results. Budget-friendly. Don't miss out. Trusted by 10,000+ buyers.",Gaming,0.035768,174055,1,2,0,3,3,2
"The grain-free pet food you've been waiting for. Lowest price guaranteed. Save 30% today. Join 50,000 happy customers. Available now. Claim your discount.",Pet Care,0.027869,159347,0,2,2,2,0,3
"The training program you've been waiting for. You'll want to see this. Start your free trial — no credit card, cancel anytime. Premium craftsmanship. Save $75 instantly and get free shipping over $50. While supplies last. #1 rated in its category, backed by 25,000 five-star reviews.",Fitness,0.028286,37579,1,3,3,3,1,0
"The family sedan you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Budget-friendly. Shop now. Cut your bill by half. The secret pros use. Offer expires today — act now.",Automotive,0.012308,154941,3,3,2,1,2,2
The grain-free pet food you've been waiting for. 48-hour flash sale. Learn more. Lowest price guaranteed. Cut your bill by half.,Pet Care,0.023201,181356,3,0,2,0,0,3
"The credit card you've been waiting for. Start your free trial — no credit card, cancel anytime. A new product. Join 50,000 happy customers. Save $75 instantly and get free shipping over $50. Unbeatable price. Available now.",Finance / Fintech,0.015508,35539,0,2,3,3,0,3
The designer watch you've been waiting for. The counterintuitive trick that doubled our results. Try it today. The luxury standard. Loved by customers. Ends at midnight tonight. Get 40% off.,Luxury Goods,0.011286,1650,3,1,2,1,3,0
"The software suite you've been waiting for. Offer expires today — act now. Try it today. Here's why it works. Quality you can trust. Join 50,000 happy customers. Great value.",SaaS / B2B,0.009248,60984,3,2,0,1,1,1
"The game pass you've been waiting for. Budget-friendly. Start your free trial — no credit card, cancel anytime. Ends at midnight tonight. Rated 4.8/5 by thousands. The secret pros use. Save $75 instantly and get free shipping over $50.",Gaming,0.04443,116170,3,2,3,3,2,2
The credit card you've been waiting for. What nobody tells you about. Get 40% off. Ends at midnight tonight. Affordable for everyone. For everyone.,Finance / Fintech,0.012848,178658,3,0,2,0,2,2
"The grain-free pet food you've been waiting for. Last chance. Highly rated. Here's why it works. Affordable for everyone. Start your free trial — no credit card, cancel anytime. Real savings inside.",Pet Care,0.034124,86155,2,1,1,3,1,2
"The sneakers you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Here's why it works. Start your free trial — no credit card, cancel anytime. Premium craftsmanship. Don't miss out. Save $75 instantly and get free shipping over $50.",E-commerce Fashion,0.025106,190550,1,3,3,3,1,0
"The coffee subscription you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Unbeatable price. Learn more. A smarter choice.",Food & Beverage,0.01937,158500,0,3,0,0,0,3
The getaway package you've been waiting for. A new product. Ends at midnight tonight. Quality you can trust. Grab yours now. Save on your order.,Travel & Hospitality,0.017498,33107,3,0,1,2,0,1
"The streaming plan you've been waiting for. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews. Start your free trial — no credit card, cancel anytime. Affordable for everyone. Offer expires today — act now. Save $75 instantly and get free shipping over $50.",Entertainment / Streaming,0.051739,172432,3,3,3,3,3,2
The skincare set you've been waiting for. Premium craftsmanship. Only 24 hours left. Loved by customers. Learn more. A smarter choice.,Beauty & Cosmetics,0.017874,138538,2,1,0,0,0,0
"The coffee subscription you've been waiting for. Lowest price guaranteed. #1 rated in its category, backed by 25,000 five-star reviews. Here's why it works. Offer expires today — act now. Save 30% today.",Food & Beverage,0.022843,147917,3,3,2,0,1,3
"The getaway package you've been waiting for. Start your free trial — no credit card, cancel anytime. Real savings inside. While supplies last. The counterintuitive trick that doubled our results. Premium craftsmanship.",Travel & Hospitality,0.013999,85178,1,0,1,3,3,0
"The game pass you've been waiting for. For everyone. Premium craftsmanship. Start your free trial — no credit card, cancel anytime. Last chance. Save 30% today. You'll want to see this.",Gaming,0.028292,111781,2,0,2,3,1,0
The unlimited data plan you've been waiting for. Offer expires today — act now. Shop now. Real savings inside. Affordable for everyone. Rated 4.8/5 by thousands. The counterintuitive trick that doubled our results.,Telecom,0.013466,159743,3,2,1,1,3,2
"The training program you've been waiting for. Great value. #1 rated in its category, backed by 25,000 five-star reviews. You'll want to see this. Get started. Offer expires today — act now. Lowest price guaranteed.",Fitness,0.028347,149839,3,3,0,1,1,3
"The wireless headphones you've been waiting for. Save on your order. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews. Offer expires today — act now. Budget-friendly. Grab yours now.",Consumer Electronics,0.026531,22828,3,3,1,2,3,2
"The garden kit you've been waiting for. Start your free trial — no credit card, cancel anytime. Today only. Get 40% off. The counterintuitive trick that doubled our results. Quality you can trust. Rated 4.8/5 by thousands.",Home & Garden,0.022061,124406,2,2,2,3,3,1
"The daily supplements you've been waiting for. Last chance. A customer favorite. The luxury standard. A smarter choice. Start your free trial — no credit card, cancel anytime. Here's why it works.",Health & Wellness,0.014834,188632,2,1,0,3,1,0
"The family sedan you've been waiting for. Last chance. Save $75 instantly and get free shipping over $50. Rated 4.8/5 by thousands. The counterintuitive trick that doubled our results. The luxury standard. Start your free trial — no credit card, cancel anytime.",Automotive,0.010384,188718,2,2,3,3,3,0
"The unlimited data plan you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. You'll want to see this. Today only. Unbeatable price. A smarter choice. Get started.",Telecom,0.015391,50228,2,3,0,1,1,3
"The coffee subscription you've been waiting for. Start your free trial — no credit card, cancel anytime. While supplies last. Quality you can trust. Rated 4.8/5 by thousands. Save on your order.",Food & Beverage,0.020422,159541,1,2,1,3,0,1
The sneakers you've been waiting for. While supplies last. A smarter choice. Here's why it works. Loved by customers. Unbeatable price.,E-commerce Fashion,0.021846,28670,1,1,0,0,1,3
"The game pass you've been waiting for. Save on your order. Start your free trial — no credit card, cancel anytime. Today only. The luxury standard.",Gaming,0.027835,9649,2,0,1,3,0,0
